"Content","Type","ID","Flavour","BrewID","Volume","Name"
0.072,"AP",104,"American Double / Imperial IPA",45,"12",NA
0.072,"AP",104,"American Double / Imperial IPA",45,"16","Oasis (2010)"
0.072,"AP",104,"American Double / Imperial IPA",45,"24",NA
0.072,"AP",104,"American Double / Imperial IPA",45,"32",NA
0.072,"AP",104,"American Double / Imperial IPA",45,"Other",NA
0.093,"AP",312,"American Double / Imperial IPA",478,"12","Snake Handler Double IPA"
0.093,"AP",312,"American Double / Imperial IPA",478,"16",NA
0.093,"AP",312,"American Double / Imperial IPA",478,"24",NA
0.093,"AP",312,"American Double / Imperial IPA",478,"32",NA
0.093,"AP",312,"American Double / Imperial IPA",478,"Other",NA
0.088,"AP",320,"American Double / Imperial IPA",410,"12","Gandhi-Bot Double IPA (12 oz.)"
0.088,"AP",320,"American Double / Imperial IPA",410,"16",NA
0.088,"AP",320,"American Double / Imperial IPA",410,"24",NA
0.088,"AP",320,"American Double / Imperial IPA",410,"32",NA
0.088,"AP",320,"American Double / Imperial IPA",410,"Other",NA
0.08,"AP",379,"American Double / Imperial IPA",272,"12",NA
0.08,"AP",379,"American Double / Imperial IPA",272,"16","Heady Topper"
0.08,"AP",379,"American Double / Imperial IPA",272,"24",NA
0.08,"AP",379,"American Double / Imperial IPA",272,"32",NA
0.08,"AP",379,"American Double / Imperial IPA",272,"Other",NA
0.087,"AP",388,"American Double / Imperial IPA",166,"12","G'KNIGHT (12 oz.)"
0.087,"AP",388,"American Double / Imperial IPA",166,"16",NA
0.087,"AP",388,"American Double / Imperial IPA",166,"24",NA
0.087,"AP",388,"American Double / Imperial IPA",166,"32",NA
0.087,"AP",388,"American Double / Imperial IPA",166,"Other",NA
0.09,"AP",391,"American Double / Imperial IPA",166,"12","One Hit Wonder"
0.09,"AP",391,"American Double / Imperial IPA",166,"16",NA
0.09,"AP",391,"American Double / Imperial IPA",166,"24",NA
0.09,"AP",391,"American Double / Imperial IPA",166,"32",NA
0.09,"AP",391,"American Double / Imperial IPA",166,"Other",NA
0.082,"AP",430,"American Double / Imperial IPA",361,"12","Hop Slayer Double IPA (2011)"
0.082,"AP",430,"American Double / Imperial IPA",361,"16",NA
0.082,"AP",430,"American Double / Imperial IPA",361,"24",NA
0.082,"AP",430,"American Double / Imperial IPA",361,"32",NA
0.082,"AP",430,"American Double / Imperial IPA",361,"Other",NA
0.097,"AP",432,"American Double / Imperial IPA",368,"12","Hop Crisis"
0.097,"AP",432,"American Double / Imperial IPA",368,"16",NA
0.097,"AP",432,"American Double / Imperial IPA",368,"24",NA
0.097,"AP",432,"American Double / Imperial IPA",368,"32",NA
0.097,"AP",432,"American Double / Imperial IPA",368,"Other",NA
NA,"AP",449,"American Double / Imperial IPA",531,"12",NA
NA,"AP",449,"American Double / Imperial IPA",531,"16","Snaggletooth Double Pale Ale"
NA,"AP",449,"American Double / Imperial IPA",531,"24",NA
NA,"AP",449,"American Double / Imperial IPA",531,"32",NA
NA,"AP",449,"American Double / Imperial IPA",531,"Other",NA
0.093,"AP",468,"American Double / Imperial IPA",233,"12","Hop Box Imperial IPA"
0.093,"AP",468,"American Double / Imperial IPA",233,"16",NA
0.093,"AP",468,"American Double / Imperial IPA",233,"24",NA
0.093,"AP",468,"American Double / Imperial IPA",233,"32",NA
0.093,"AP",468,"American Double / Imperial IPA",233,"Other",NA
0.08,"AP",565,"American Double / Imperial IPA",166,"12",NA
0.08,"AP",565,"American Double / Imperial IPA",166,"16","Deviant Dale's IPA"
0.08,"AP",565,"American Double / Imperial IPA",166,"24",NA
0.08,"AP",565,"American Double / Imperial IPA",166,"32",NA
0.08,"AP",565,"American Double / Imperial IPA",166,"Other",NA
0.091,"AP",628,"American Double / Imperial IPA",46,"12","Resin"
0.091,"AP",628,"American Double / Imperial IPA",46,"16",NA
0.091,"AP",628,"American Double / Imperial IPA",46,"24",NA
0.091,"AP",628,"American Double / Imperial IPA",46,"32",NA
0.091,"AP",628,"American Double / Imperial IPA",46,"Other",NA
0.091,"AP",651,"American Double / Imperial IPA",25,"12",NA
0.091,"AP",651,"American Double / Imperial IPA",25,"16","Isis"
0.091,"AP",651,"American Double / Imperial IPA",25,"24",NA
0.091,"AP",651,"American Double / Imperial IPA",25,"32",NA
0.091,"AP",651,"American Double / Imperial IPA",25,"Other",NA
0.095,"AP",666,"American Double / Imperial IPA",125,"12","Rodeo Clown Double IPA"
0.095,"AP",666,"American Double / Imperial IPA",125,"16",NA
0.095,"AP",666,"American Double / Imperial IPA",125,"24",NA
0.095,"AP",666,"American Double / Imperial IPA",125,"32",NA
0.095,"AP",666,"American Double / Imperial IPA",125,"Other",NA
0.069,"AP",682,"American Double / Imperial IPA",201,"12",NA
0.069,"AP",682,"American Double / Imperial IPA",201,"16","Mjolnir Imperial IPA"
0.069,"AP",682,"American Double / Imperial IPA",201,"24",NA
0.069,"AP",682,"American Double / Imperial IPA",201,"32",NA
0.069,"AP",682,"American Double / Imperial IPA",201,"Other",NA
0.087,"AP",718,"American Double / Imperial IPA",514,"12",NA
0.087,"AP",718,"American Double / Imperial IPA",514,"16","Rich Man's IIPA"
0.087,"AP",718,"American Double / Imperial IPA",514,"24",NA
0.087,"AP",718,"American Double / Imperial IPA",514,"32",NA
0.087,"AP",718,"American Double / Imperial IPA",514,"Other",NA
0.097,"AP",725,"American Double / Imperial IPA",317,"12",NA
0.097,"AP",725,"American Double / Imperial IPA",317,"16","Cant Dog Imperial Pale Ale"
0.097,"AP",725,"American Double / Imperial IPA",317,"24",NA
0.097,"AP",725,"American Double / Imperial IPA",317,"32",NA
0.097,"AP",725,"American Double / Imperial IPA",317,"Other",NA
0.087,"AP",726,"American Double / Imperial IPA",166,"12",NA
0.087,"AP",726,"American Double / Imperial IPA",166,"16","G'KNIGHT (16 oz.)"
0.087,"AP",726,"American Double / Imperial IPA",166,"24",NA
0.087,"AP",726,"American Double / Imperial IPA",166,"32",NA
0.087,"AP",726,"American Double / Imperial IPA",166,"Other",NA
0.087,"AP",733,"American Double / Imperial IPA",503,"12","Gordon Beer (2006)"
0.087,"AP",733,"American Double / Imperial IPA",503,"16",NA
0.087,"AP",733,"American Double / Imperial IPA",503,"24",NA
0.087,"AP",733,"American Double / Imperial IPA",503,"32",NA
0.087,"AP",733,"American Double / Imperial IPA",503,"Other",NA
0.082,"AP",740,"American Double / Imperial IPA",361,"12","Hop Slayer Double IPA (2011)"
0.082,"AP",740,"American Double / Imperial IPA",361,"16",NA
0.082,"AP",740,"American Double / Imperial IPA",361,"24",NA
0.082,"AP",740,"American Double / Imperial IPA",361,"32",NA
0.082,"AP",740,"American Double / Imperial IPA",361,"Other",NA
0.085,"AP",747,"American Double / Imperial IPA",387,"12",NA
0.085,"AP",747,"American Double / Imperial IPA",387,"16","Old Grogham Imperial India Pale Ale (2012)"
0.085,"AP",747,"American Double / Imperial IPA",387,"24",NA
0.085,"AP",747,"American Double / Imperial IPA",387,"32",NA
0.085,"AP",747,"American Double / Imperial IPA",387,"Other",NA
0.092,"AP",805,"American Double / Imperial IPA",503,"12","Gordon (2005)"
0.092,"AP",805,"American Double / Imperial IPA",503,"16",NA
0.092,"AP",805,"American Double / Imperial IPA",503,"24",NA
0.092,"AP",805,"American Double / Imperial IPA",503,"32",NA
0.092,"AP",805,"American Double / Imperial IPA",503,"Other",NA
0.087,"AP",806,"American Double / Imperial IPA",166,"12","Gordon Imperial Red (2010)"
0.087,"AP",806,"American Double / Imperial IPA",166,"16",NA
0.087,"AP",806,"American Double / Imperial IPA",166,"24",NA
0.087,"AP",806,"American Double / Imperial IPA",166,"32",NA
0.087,"AP",806,"American Double / Imperial IPA",166,"Other",NA
0.092,"AP",851,"American Double / Imperial IPA",227,"12","On the Wings of Armageddon"
0.092,"AP",851,"American Double / Imperial IPA",227,"16",NA
0.092,"AP",851,"American Double / Imperial IPA",227,"24",NA
0.092,"AP",851,"American Double / Imperial IPA",227,"32",NA
0.092,"AP",851,"American Double / Imperial IPA",227,"Other",NA
0.099,"AP",853,"American Double / Imperial IPA",118,"12","PRO-AM (2012) (2012)"
0.099,"AP",853,"American Double / Imperial IPA",118,"16",NA
0.099,"AP",853,"American Double / Imperial IPA",118,"24",NA
0.099,"AP",853,"American Double / Imperial IPA",118,"32",NA
0.099,"AP",853,"American Double / Imperial IPA",118,"Other",NA
0.084,"AP",894,"American Double / Imperial IPA",371,"12","Odyssey Imperial IPA"
0.084,"AP",894,"American Double / Imperial IPA",371,"16",NA
0.084,"AP",894,"American Double / Imperial IPA",371,"24",NA
0.084,"AP",894,"American Double / Imperial IPA",371,"32",NA
0.084,"AP",894,"American Double / Imperial IPA",371,"Other",NA
0.082,"AP",980,"American Double / Imperial IPA",374,"12","Bitter Bitch Imperial IPA"
0.082,"AP",980,"American Double / Imperial IPA",374,"16",NA
0.082,"AP",980,"American Double / Imperial IPA",374,"24",NA
0.082,"AP",980,"American Double / Imperial IPA",374,"32",NA
0.082,"AP",980,"American Double / Imperial IPA",374,"Other",NA
0.099,"AP",1006,"American Double / Imperial IPA",110,"12","Elevation Triple India Pale Ale"
0.099,"AP",1006,"American Double / Imperial IPA",110,"16",NA
0.099,"AP",1006,"American Double / Imperial IPA",110,"24",NA
0.099,"AP",1006,"American Double / Imperial IPA",110,"32",NA
0.099,"AP",1006,"American Double / Imperial IPA",110,"Other",NA
0.085,"AP",1011,"American Double / Imperial IPA",118,"12","Red Cockaded Ale (2013)"
0.085,"AP",1011,"American Double / Imperial IPA",118,"16",NA
0.085,"AP",1011,"American Double / Imperial IPA",118,"24",NA
0.085,"AP",1011,"American Double / Imperial IPA",118,"32",NA
0.085,"AP",1011,"American Double / Imperial IPA",118,"Other",NA
NA,"AP",1025,"American Double / Imperial IPA",380,"12","N Street Drive-In 50th Anniversary IPA"
NA,"AP",1025,"American Double / Imperial IPA",380,"16",NA
NA,"AP",1025,"American Double / Imperial IPA",380,"24",NA
NA,"AP",1025,"American Double / Imperial IPA",380,"32",NA
NA,"AP",1025,"American Double / Imperial IPA",380,"Other",NA
0.08,"AP",1111,"American Double / Imperial IPA",272,"12",NA
0.08,"AP",1111,"American Double / Imperial IPA",272,"16","Heady Topper"
0.08,"AP",1111,"American Double / Imperial IPA",272,"24",NA
0.08,"AP",1111,"American Double / Imperial IPA",272,"32",NA
0.08,"AP",1111,"American Double / Imperial IPA",272,"Other",NA
0.088,"AP",1114,"American Double / Imperial IPA",174,"12",NA
0.088,"AP",1114,"American Double / Imperial IPA",174,"16","MechaHopzilla"
0.088,"AP",1114,"American Double / Imperial IPA",174,"24",NA
0.088,"AP",1114,"American Double / Imperial IPA",174,"32",NA
0.088,"AP",1114,"American Double / Imperial IPA",174,"Other",NA
0.072,"AP",1171,"American Double / Imperial IPA",435,"12","Road 2 Ruin Double IPA"
0.072,"AP",1171,"American Double / Imperial IPA",435,"16",NA
0.072,"AP",1171,"American Double / Imperial IPA",435,"24",NA
0.072,"AP",1171,"American Double / Imperial IPA",435,"32",NA
0.072,"AP",1171,"American Double / Imperial IPA",435,"Other",NA
0.08,"AP",1229,"American Double / Imperial IPA",449,"12","Dodgy Knight Imperial IPA"
0.08,"AP",1229,"American Double / Imperial IPA",449,"16",NA
0.08,"AP",1229,"American Double / Imperial IPA",449,"24",NA
0.08,"AP",1229,"American Double / Imperial IPA",449,"32",NA
0.08,"AP",1229,"American Double / Imperial IPA",449,"Other",NA
0.08,"AP",1234,"American Double / Imperial IPA",161,"12","The Imperial Texan"
0.08,"AP",1234,"American Double / Imperial IPA",161,"16",NA
0.08,"AP",1234,"American Double / Imperial IPA",161,"24",NA
0.08,"AP",1234,"American Double / Imperial IPA",161,"32",NA
0.08,"AP",1234,"American Double / Imperial IPA",161,"Other",NA
0.098,"AP",1255,"American Double / Imperial IPA",444,"12",NA
0.098,"AP",1255,"American Double / Imperial IPA",444,"16","Bad Axe Imperial IPA"
0.098,"AP",1255,"American Double / Imperial IPA",444,"24",NA
0.098,"AP",1255,"American Double / Imperial IPA",444,"32",NA
0.098,"AP",1255,"American Double / Imperial IPA",444,"Other",NA
0.085,"AP",1265,"American Double / Imperial IPA",387,"12",NA
0.085,"AP",1265,"American Double / Imperial IPA",387,"16","Old Grogham Imperial India Pale Ale"
0.085,"AP",1265,"American Double / Imperial IPA",387,"24",NA
0.085,"AP",1265,"American Double / Imperial IPA",387,"32",NA
0.085,"AP",1265,"American Double / Imperial IPA",387,"Other",NA
0.099,"AP",1315,"American Double / Imperial IPA",51,"12",NA
0.099,"AP",1315,"American Double / Imperial IPA",51,"16",NA
0.099,"AP",1315,"American Double / Imperial IPA",51,"24",NA
0.099,"AP",1315,"American Double / Imperial IPA",51,"32",NA
0.099,"AP",1315,"American Double / Imperial IPA",51,"Other","Upslope Imperial India Pale Ale"
0.096,"AP",1319,"American Double / Imperial IPA",380,"12","Pernicious Double IPA"
0.096,"AP",1319,"American Double / Imperial IPA",380,"16",NA
0.096,"AP",1319,"American Double / Imperial IPA",380,"24",NA
0.096,"AP",1319,"American Double / Imperial IPA",380,"32",NA
0.096,"AP",1319,"American Double / Imperial IPA",380,"Other",NA
0.08,"AP",1328,"American Double / Imperial IPA",389,"12",NA
0.08,"AP",1328,"American Double / Imperial IPA",389,"16","Deviant Dale's IPA"
0.08,"AP",1328,"American Double / Imperial IPA",389,"24",NA
0.08,"AP",1328,"American Double / Imperial IPA",389,"32",NA
0.08,"AP",1328,"American Double / Imperial IPA",389,"Other",NA
0.085,"AP",1334,"American Double / Imperial IPA",356,"12","Dreamin' Double IPA"
0.085,"AP",1334,"American Double / Imperial IPA",356,"16",NA
0.085,"AP",1334,"American Double / Imperial IPA",356,"24",NA
0.085,"AP",1334,"American Double / Imperial IPA",356,"32",NA
0.085,"AP",1334,"American Double / Imperial IPA",356,"Other",NA
0.085,"AP",1418,"American Double / Imperial IPA",295,"12","Larry Imperial IPA"
0.085,"AP",1418,"American Double / Imperial IPA",295,"16",NA
0.085,"AP",1418,"American Double / Imperial IPA",295,"24",NA
0.085,"AP",1418,"American Double / Imperial IPA",295,"32",NA
0.085,"AP",1418,"American Double / Imperial IPA",295,"Other",NA
0.093,"AP",1443,"American Double / Imperial IPA",10,"12",NA
0.093,"AP",1443,"American Double / Imperial IPA",10,"16","Trebuchet Double IPA"
0.093,"AP",1443,"American Double / Imperial IPA",10,"24",NA
0.093,"AP",1443,"American Double / Imperial IPA",10,"32",NA
0.093,"AP",1443,"American Double / Imperial IPA",10,"Other",NA
0.079,"AP",1447,"American Double / Imperial IPA",309,"12","Hopnoxious Imperial IPA"
0.079,"AP",1447,"American Double / Imperial IPA",309,"16",NA
0.079,"AP",1447,"American Double / Imperial IPA",309,"24",NA
0.079,"AP",1447,"American Double / Imperial IPA",309,"32",NA
0.079,"AP",1447,"American Double / Imperial IPA",309,"Other",NA
0.085,"AP",1449,"American Double / Imperial IPA",17,"12",NA
0.085,"AP",1449,"American Double / Imperial IPA",17,"16","Overlord Imperial IPA"
0.085,"AP",1449,"American Double / Imperial IPA",17,"24",NA
0.085,"AP",1449,"American Double / Imperial IPA",17,"32",NA
0.085,"AP",1449,"American Double / Imperial IPA",17,"Other",NA
0.092,"AP",1459,"American Double / Imperial IPA",98,"12",NA
0.092,"AP",1459,"American Double / Imperial IPA",98,"16",NA
0.092,"AP",1459,"American Double / Imperial IPA",98,"24",NA
0.092,"AP",1459,"American Double / Imperial IPA",98,"32","Shipwrecked Double IPA"
0.092,"AP",1459,"American Double / Imperial IPA",98,"Other",NA
0.092,"AP",1497,"American Double / Imperial IPA",118,"12","Valkyrie Double IPA"
0.092,"AP",1497,"American Double / Imperial IPA",118,"16",NA
0.092,"AP",1497,"American Double / Imperial IPA",118,"24",NA
0.092,"AP",1497,"American Double / Imperial IPA",118,"32",NA
0.092,"AP",1497,"American Double / Imperial IPA",118,"Other",NA
0.077,"AP",1513,"American Double / Imperial IPA",199,"12","Lights Out Vanilla Cream Extra Stout"
0.077,"AP",1513,"American Double / Imperial IPA",199,"16",NA
0.077,"AP",1513,"American Double / Imperial IPA",199,"24",NA
0.077,"AP",1513,"American Double / Imperial IPA",199,"32",NA
0.077,"AP",1513,"American Double / Imperial IPA",199,"Other",NA
0.087,"AP",1533,"American Double / Imperial IPA",389,"12","G'KNIGHT"
0.087,"AP",1533,"American Double / Imperial IPA",389,"16",NA
0.087,"AP",1533,"American Double / Imperial IPA",389,"24",NA
0.087,"AP",1533,"American Double / Imperial IPA",389,"32",NA
0.087,"AP",1533,"American Double / Imperial IPA",389,"Other",NA
0.099,"AP",1561,"American Double / Imperial IPA",33,"12",NA
0.099,"AP",1561,"American Double / Imperial IPA",33,"16","Double Trunk"
0.099,"AP",1561,"American Double / Imperial IPA",33,"24",NA
0.099,"AP",1561,"American Double / Imperial IPA",33,"32",NA
0.099,"AP",1561,"American Double / Imperial IPA",33,"Other",NA
0.082,"AP",1619,"American Double / Imperial IPA",361,"12","Hop Slayer Double IPA"
0.082,"AP",1619,"American Double / Imperial IPA",361,"16",NA
0.082,"AP",1619,"American Double / Imperial IPA",361,"24",NA
0.082,"AP",1619,"American Double / Imperial IPA",361,"32",NA
0.082,"AP",1619,"American Double / Imperial IPA",361,"Other",NA
0.095,"AP",1647,"American Double / Imperial IPA",350,"12",NA
0.095,"AP",1647,"American Double / Imperial IPA",350,"16","Terrace Hill Double IPA"
0.095,"AP",1647,"American Double / Imperial IPA",350,"24",NA
0.095,"AP",1647,"American Double / Imperial IPA",350,"32",NA
0.095,"AP",1647,"American Double / Imperial IPA",350,"Other",NA
0.092,"AP",1655,"American Double / Imperial IPA",309,"12","Double Dagger Imperial IPA"
0.092,"AP",1655,"American Double / Imperial IPA",309,"16",NA
0.092,"AP",1655,"American Double / Imperial IPA",309,"24",NA
0.092,"AP",1655,"American Double / Imperial IPA",309,"32",NA
0.092,"AP",1655,"American Double / Imperial IPA",309,"Other",NA
0.099,"AP",1674,"American Double / Imperial IPA",346,"12","Chaotic Double IPA"
0.099,"AP",1674,"American Double / Imperial IPA",346,"16",NA
0.099,"AP",1674,"American Double / Imperial IPA",346,"24",NA
0.099,"AP",1674,"American Double / Imperial IPA",346,"32",NA
0.099,"AP",1674,"American Double / Imperial IPA",346,"Other",NA
0.09,"AP",1680,"American Double / Imperial IPA",302,"12","Squatters Hop Rising Double IPA (2014)"
0.09,"AP",1680,"American Double / Imperial IPA",302,"16",NA
0.09,"AP",1680,"American Double / Imperial IPA",302,"24",NA
0.09,"AP",1680,"American Double / Imperial IPA",302,"32",NA
0.09,"AP",1680,"American Double / Imperial IPA",302,"Other",NA
0.099,"AP",1696,"American Double / Imperial IPA",46,"12","Hi-Res"
0.099,"AP",1696,"American Double / Imperial IPA",46,"16",NA
0.099,"AP",1696,"American Double / Imperial IPA",46,"24",NA
0.099,"AP",1696,"American Double / Imperial IPA",46,"32",NA
0.099,"AP",1696,"American Double / Imperial IPA",46,"Other",NA
0.085,"AP",1728,"American Double / Imperial IPA",118,"12","Red Cockaded Ale"
0.085,"AP",1728,"American Double / Imperial IPA",118,"16",NA
0.085,"AP",1728,"American Double / Imperial IPA",118,"24",NA
0.085,"AP",1728,"American Double / Imperial IPA",118,"32",NA
0.085,"AP",1728,"American Double / Imperial IPA",118,"Other",NA
0.095,"AP",1762,"American Double / Imperial IPA",220,"12","Hemlock Double IPA"
0.095,"AP",1762,"American Double / Imperial IPA",220,"16",NA
0.095,"AP",1762,"American Double / Imperial IPA",220,"24",NA
0.095,"AP",1762,"American Double / Imperial IPA",220,"32",NA
0.095,"AP",1762,"American Double / Imperial IPA",220,"Other",NA
0.088,"AP",1806,"American Double / Imperial IPA",306,"12",NA
0.088,"AP",1806,"American Double / Imperial IPA",306,"16","Hoptopus Double IPA"
0.088,"AP",1806,"American Double / Imperial IPA",306,"24",NA
0.088,"AP",1806,"American Double / Imperial IPA",306,"32",NA
0.088,"AP",1806,"American Double / Imperial IPA",306,"Other",NA
0.08,"AP",1812,"American Double / Imperial IPA",304,"12","Quarter Mile Double IPA"
0.08,"AP",1812,"American Double / Imperial IPA",304,"16",NA
0.08,"AP",1812,"American Double / Imperial IPA",304,"24",NA
0.08,"AP",1812,"American Double / Imperial IPA",304,"32",NA
0.08,"AP",1812,"American Double / Imperial IPA",304,"Other",NA
0.096,"AP",1821,"American Double / Imperial IPA",175,"12","Bitter Biker Double IPA"
0.096,"AP",1821,"American Double / Imperial IPA",175,"16",NA
0.096,"AP",1821,"American Double / Imperial IPA",175,"24",NA
0.096,"AP",1821,"American Double / Imperial IPA",175,"32",NA
0.096,"AP",1821,"American Double / Imperial IPA",175,"Other",NA
0.09,"AP",1825,"American Double / Imperial IPA",302,"12","Squatters Hop Rising Double IPA"
0.09,"AP",1825,"American Double / Imperial IPA",302,"16",NA
0.09,"AP",1825,"American Double / Imperial IPA",302,"24",NA
0.09,"AP",1825,"American Double / Imperial IPA",302,"32",NA
0.09,"AP",1825,"American Double / Imperial IPA",302,"Other",NA
0.087,"AP",1884,"American Double / Imperial IPA",284,"12",NA
0.087,"AP",1884,"American Double / Imperial IPA",284,"16","Hop Freak"
0.087,"AP",1884,"American Double / Imperial IPA",284,"24",NA
0.087,"AP",1884,"American Double / Imperial IPA",284,"32",NA
0.087,"AP",1884,"American Double / Imperial IPA",284,"Other",NA
0.096,"AP",1888,"American Double / Imperial IPA",57,"12","Hoperation Overload"
0.096,"AP",1888,"American Double / Imperial IPA",57,"16",NA
0.096,"AP",1888,"American Double / Imperial IPA",57,"24",NA
0.096,"AP",1888,"American Double / Imperial IPA",57,"32",NA
0.096,"AP",1888,"American Double / Imperial IPA",57,"Other",NA
0.088,"AP",1893,"American Double / Imperial IPA",280,"12",NA
0.088,"AP",1893,"American Double / Imperial IPA",280,"16","Hill 88 Double IPA"
0.088,"AP",1893,"American Double / Imperial IPA",280,"24",NA
0.088,"AP",1893,"American Double / Imperial IPA",280,"32",NA
0.088,"AP",1893,"American Double / Imperial IPA",280,"Other",NA
0.096,"AP",1915,"American Double / Imperial IPA",272,"12",NA
0.096,"AP",1915,"American Double / Imperial IPA",272,"16","The Crusher"
0.096,"AP",1915,"American Double / Imperial IPA",272,"24",NA
0.096,"AP",1915,"American Double / Imperial IPA",272,"32",NA
0.096,"AP",1915,"American Double / Imperial IPA",272,"Other",NA
0.082,"AP",1929,"American Double / Imperial IPA",172,"12",NA
0.082,"AP",1929,"American Double / Imperial IPA",172,"16","Second Fiddle"
0.082,"AP",1929,"American Double / Imperial IPA",172,"24",NA
0.082,"AP",1929,"American Double / Imperial IPA",172,"32",NA
0.082,"AP",1929,"American Double / Imperial IPA",172,"Other",NA
0.078,"AP",1940,"American Double / Imperial IPA",222,"12",NA
0.078,"AP",1940,"American Double / Imperial IPA",222,"16","077XX"
0.078,"AP",1940,"American Double / Imperial IPA",222,"24",NA
0.078,"AP",1940,"American Double / Imperial IPA",222,"32",NA
0.078,"AP",1940,"American Double / Imperial IPA",222,"Other",NA
0.09,"AP",1981,"American Double / Imperial IPA",256,"12",NA
0.09,"AP",1981,"American Double / Imperial IPA",256,"16","Hardcore Chimera"
0.09,"AP",1981,"American Double / Imperial IPA",256,"24",NA
0.09,"AP",1981,"American Double / Imperial IPA",256,"32",NA
0.09,"AP",1981,"American Double / Imperial IPA",256,"Other",NA
0.089,"AP",2002,"American Double / Imperial IPA",252,"12",NA
0.089,"AP",2002,"American Double / Imperial IPA",252,"16","Giant DIPA"
0.089,"AP",2002,"American Double / Imperial IPA",252,"24",NA
0.089,"AP",2002,"American Double / Imperial IPA",252,"32",NA
0.089,"AP",2002,"American Double / Imperial IPA",252,"Other",NA
0.082,"AP",2027,"American Double / Imperial IPA",172,"12",NA
0.082,"AP",2027,"American Double / Imperial IPA",172,"16","Hyzer Flip"
0.082,"AP",2027,"American Double / Imperial IPA",172,"24",NA
0.082,"AP",2027,"American Double / Imperial IPA",172,"32",NA
0.082,"AP",2027,"American Double / Imperial IPA",172,"Other",NA
0.085,"AP",2044,"American Double / Imperial IPA",86,"12","Captain's Daughter"
0.085,"AP",2044,"American Double / Imperial IPA",86,"16",NA
0.085,"AP",2044,"American Double / Imperial IPA",86,"24",NA
0.085,"AP",2044,"American Double / Imperial IPA",86,"32",NA
0.085,"AP",2044,"American Double / Imperial IPA",86,"Other",NA
0.086,"AP",2058,"American Double / Imperial IPA",235,"12","Palate Mallet"
0.086,"AP",2058,"American Double / Imperial IPA",235,"16",NA
0.086,"AP",2058,"American Double / Imperial IPA",235,"24",NA
0.086,"AP",2058,"American Double / Imperial IPA",235,"32",NA
0.086,"AP",2058,"American Double / Imperial IPA",235,"Other",NA
0.091,"AP",2063,"American Double / Imperial IPA",30,"12",NA
0.091,"AP",2063,"American Double / Imperial IPA",30,"16","Count Hopula (Vault Series)"
0.091,"AP",2063,"American Double / Imperial IPA",30,"24",NA
0.091,"AP",2063,"American Double / Imperial IPA",30,"32",NA
0.091,"AP",2063,"American Double / Imperial IPA",30,"Other",NA
0.09,"AP",2067,"American Double / Imperial IPA",230,"12",NA
0.09,"AP",2067,"American Double / Imperial IPA",230,"16","Dead-Eye DIPA"
0.09,"AP",2067,"American Double / Imperial IPA",230,"24",NA
0.09,"AP",2067,"American Double / Imperial IPA",230,"32",NA
0.09,"AP",2067,"American Double / Imperial IPA",230,"Other",NA
0.08,"AP",2120,"American Double / Imperial IPA",161,"12",NA
0.08,"AP",2120,"American Double / Imperial IPA",161,"16","The Imperial Texan"
0.08,"AP",2120,"American Double / Imperial IPA",161,"24",NA
0.08,"AP",2120,"American Double / Imperial IPA",161,"32",NA
0.08,"AP",2120,"American Double / Imperial IPA",161,"Other",NA
0.09,"AP",2123,"American Double / Imperial IPA",214,"12",NA
0.09,"AP",2123,"American Double / Imperial IPA",214,"16","More Cowbell"
0.09,"AP",2123,"American Double / Imperial IPA",214,"24",NA
0.09,"AP",2123,"American Double / Imperial IPA",214,"32",NA
0.09,"AP",2123,"American Double / Imperial IPA",214,"Other",NA
0.086,"AP",2131,"American Double / Imperial IPA",177,"12","Cone Crusher"
0.086,"AP",2131,"American Double / Imperial IPA",177,"16",NA
0.086,"AP",2131,"American Double / Imperial IPA",177,"24",NA
0.086,"AP",2131,"American Double / Imperial IPA",177,"32",NA
0.086,"AP",2131,"American Double / Imperial IPA",177,"Other",NA
0.079,"AP",2135,"American Double / Imperial IPA",175,"12",NA
0.079,"AP",2135,"American Double / Imperial IPA",175,"16","Working for the Weekend"
0.079,"AP",2135,"American Double / Imperial IPA",175,"24",NA
0.079,"AP",2135,"American Double / Imperial IPA",175,"32",NA
0.079,"AP",2135,"American Double / Imperial IPA",175,"Other",NA
0.085,"AP",2166,"American Double / Imperial IPA",127,"12","Dream Crusher Double IPA"
0.085,"AP",2166,"American Double / Imperial IPA",127,"16",NA
0.085,"AP",2166,"American Double / Imperial IPA",127,"24",NA
0.085,"AP",2166,"American Double / Imperial IPA",127,"32",NA
0.085,"AP",2166,"American Double / Imperial IPA",127,"Other",NA
0.096,"AP",2206,"American Double / Imperial IPA",175,"12",NA
0.096,"AP",2206,"American Double / Imperial IPA",175,"16","Bitter Biker Double IPA"
0.096,"AP",2206,"American Double / Imperial IPA",175,"24",NA
0.096,"AP",2206,"American Double / Imperial IPA",175,"32",NA
0.096,"AP",2206,"American Double / Imperial IPA",175,"Other",NA
0.085,"AP",2248,"American Double / Imperial IPA",173,"12",NA
0.085,"AP",2248,"American Double / Imperial IPA",173,"16","Molotov Lite"
0.085,"AP",2248,"American Double / Imperial IPA",173,"24",NA
0.085,"AP",2248,"American Double / Imperial IPA",173,"32",NA
0.085,"AP",2248,"American Double / Imperial IPA",173,"Other",NA
0.09,"AP",2263,"American Double / Imperial IPA",177,"12","Sinister"
0.09,"AP",2263,"American Double / Imperial IPA",177,"16",NA
